24 мар. 2026 23:27:41,342  INFO ServiceLogger - Recalculate table stats 1 of 135: Profiler_profileObject started
24 мар. 2026 23:27:46,799  INFO ServiceLogger - Recalculate table stats 23 of 135: Scheduler_schedulerStartType finished, 41ms
24 мар. 2026 23:27:46,800  INFO ServiceLogger - Recalculate table stats 24 of 135: Utils_yesNo started
24 мар. 2026 23:27:46,852  INFO ServiceLogger - Recalculate table stats 24 of 135: Utils_yesNo finished, 52ms
24 мар. 2026 23:27:46,853  INFO ServiceLogger - Recalculate table stats 25 of 135: _auto_System_ScriptType started
24 мар. 2026 23:27:46,901  INFO ServiceLogger - Recalculate table stats 25 of 135: _auto_System_ScriptType finished, 48ms
24 мар. 2026 23:27:46,903  INFO ServiceLogger - Recalculate table stats 26 of 135: BoardGame_publisher started
24 мар. 2026 23:27:47,052  INFO ServiceLogger - Recalculate table stats 26 of 135: BoardGame_publisher finished, 149ms
24 мар. 2026 23:27:47,055  INFO ServiceLogger - Recalculate table stats 27 of 135: Reflection_tables started
24 мар. 2026 23:27:47,205  INFO ServiceLogger - Recalculate table stats 27 of 135: Reflection_tables finished, 149ms
24 мар. 2026 23:27:47,205  INFO ServiceLogger - Recalculate table stats 28 of 135: Backup_backupTable started
24 мар. 2026 23:27:47,281  INFO ServiceLogger - Recalculate table stats 28 of 135: Backup_backupTable finished, 76ms
24 мар. 2026 23:27:47,283  INFO ServiceLogger - Recalculate table stats 29 of 135: Reflection_groupObject started
24 мар. 2026 23:27:47,501  INFO ServiceLogger - Recalculate table stats 29 of 135: Reflection_groupObject finished, 218ms
24 мар. 2026 23:27:47,502  INFO ServiceLogger - Recalculate table stats 30 of 135: Messenger_account started
24 мар. 2026 23:27:47,763  INFO ServiceLogger - Recalculate table stats 30 of 135: Messenger_account finished, 261ms
24 мар. 2026 23:27:47,765  INFO ServiceLogger - Recalculate table stats 31 of 135: _auto_SystemEvents_Theme started
24 мар. 2026 23:27:47,820  INFO ServiceLogger - Recalculate table stats 31 of 135: _auto_SystemEvents_Theme finished, 55ms
24 мар. 2026 23:27:47,823  INFO ServiceLogger - Recalculate table stats 32 of 135: Email_account started
24 мар. 2026 23:27:48,198  INFO ServiceLogger - Recalculate table stats 32 of 135: Email_account finished, 375ms
24 мар. 2026 23:27:48,199  INFO ServiceLogger - Recalculate table stats 33 of 135: _auto_Slack_User started
24 мар. 2026 23:27:48,281  INFO ServiceLogger - Recalculate table stats 33 of 135: _auto_Slack_User finished, 82ms
24 мар. 2026 23:27:48,282  INFO ServiceLogger - Recalculate table stats 34 of 135: Authentication_user started
24 мар. 2026 23:27:48,583  INFO ServiceLogger - Recalculate table stats 34 of 135: Authentication_user finished, 301ms
24 мар. 2026 23:27:48,584  INFO ServiceLogger - Recalculate table stats 35 of 135: SystemEvents_sessionContact started
24 мар. 2026 23:27:48,621  INFO ServiceLogger - Recalculate table stats 35 of 135: SystemEvents_sessionContact finished, 37ms
24 мар. 2026 23:27:48,622  INFO ServiceLogger - Recalculate table stats 36 of 135: _auto_Schedule_ScheduleDetail started
24 мар. 2026 23:27:49,172  INFO ServiceLogger - Recalculate table stats 36 of 135: _auto_Schedule_ScheduleDetail finished, 550ms
24 мар. 2026 23:27:49,173  INFO ServiceLogger - Recalculate table stats 37 of 135: BoardGame_boardGameMechanic started
24 мар. 2026 23:27:49,227  INFO ServiceLogger - Recalculate table stats 37 of 135: BoardGame_boardGameMechanic finished, 54ms
24 мар. 2026 23:27:49,229  INFO ServiceLogger - Recalculate table stats 38 of 135: BoardGame_mechanic started
24 мар. 2026 23:27:49,299  INFO ServiceLogger - Recalculate table stats 38 of 135: BoardGame_mechanic finished, 70ms
24 мар. 2026 23:27:49,300  INFO ServiceLogger - Recalculate table stats 39 of 135: Reflection_propertyGroup started
24 мар. 2026 23:27:49,418  INFO ServiceLogger - Recalculate table stats 39 of 135: Reflection_propertyGroup finished, 118ms
24 мар. 2026 23:27:49,419  INFO ServiceLogger - Recalculate table stats 40 of 135: _auto_SystemEvents_Size started
24 мар. 2026 23:27:49,452  INFO ServiceLogger - Recalculate table stats 40 of 135: _auto_SystemEvents_Size finished, 33ms
24 мар. 2026 23:27:49,453  INFO ServiceLogger - Recalculate table stats 41 of 135: Reflection_formGroupingPropertyDraw started
24 мар. 2026 23:27:49,541  INFO ServiceLogger - Recalculate table stats 41 of 135: Reflection_formGroupingPropertyDraw finished, 88ms
24 мар. 2026 23:27:49,543  INFO ServiceLogger - Recalculate table stats 42 of 135: Security_userRole started
24 мар. 2026 23:27:49,654  INFO ServiceLogger - Recalculate table stats 42 of 135: Security_userRole finished, 111ms
24 мар. 2026 23:27:49,655  INFO ServiceLogger - Recalculate table stats 43 of 135: Reflection_property started
24 мар. 2026 23:27:50,000  INFO ServiceLogger - Recalculate table stats 43 of 135: Reflection_property finished, 345ms
24 мар. 2026 23:27:50,002  INFO ServiceLogger - Recalculate table stats 44 of 135: Security_userRolePropertyGroup started
24 мар. 2026 23:27:50,204  INFO ServiceLogger - Recalculate table stats 44 of 135: Security_userRolePropertyGroup finished, 202ms
24 мар. 2026 23:27:50,206  INFO ServiceLogger - Recalculate table stats 45 of 135: Reflection_actionOrProperty started
24 мар. 2026 23:27:50,604  INFO ServiceLogger - Recalculate table stats 45 of 135: Reflection_actionOrProperty finished, 398ms
24 мар. 2026 23:27:50,606  INFO ServiceLogger - Recalculate table stats 46 of 135: System_script started
24 мар. 2026 23:27:50,697  INFO ServiceLogger - Recalculate table stats 46 of 135: System_script finished, 91ms
24 мар. 2026 23:27:50,698  INFO ServiceLogger - Recalculate table stats 47 of 135: SystemEvents_connectionNavigatorElement started
24 мар. 2026 23:27:50,737  INFO ServiceLogger - Recalculate table stats 47 of 135: SystemEvents_connectionNavigatorElement finished, 39ms
24 мар. 2026 23:27:50,738  INFO ServiceLogger - Recalculate table stats 48 of 135: Word_template started
24 мар. 2026 23:27:50,820  INFO ServiceLogger - Recalculate table stats 48 of 135: Word_template finished, 82ms
24 мар. 2026 23:27:50,822  INFO ServiceLogger - Recalculate table stats 49 of 135: SystemEvents_launch started
24 мар. 2026 23:27:50,896  INFO ServiceLogger - Recalculate table stats 49 of 135: SystemEvents_launch finished, 74ms
24 мар. 2026 23:27:50,897  INFO ServiceLogger - Recalculate table stats 50 of 135: _auto_Schedule_Holidays started
24 мар. 2026 23:27:50,925  INFO ServiceLogger - Recalculate table stats 50 of 135: _auto_Schedule_Holidays finished, 28ms
24 мар. 2026 23:27:50,927  INFO ServiceLogger - Recalculate table stats 51 of 135: Profiler_profileData started
24 мар. 2026 23:27:51,137  INFO ServiceLogger - Recalculate table stats 51 of 135: Profiler_profileData finished, 210ms
24 мар. 2026 23:27:51,138  INFO ServiceLogger - Recalculate table stats 52 of 135: Numerator_numerator started
24 мар. 2026 23:27:51,244  INFO ServiceLogger - Recalculate table stats 52 of 135: Numerator_numerator finished, 106ms
24 мар. 2026 23:27:51,245  INFO ServiceLogger - Recalculate table stats 53 of 135: _auto_Geo_MapProvider started
24 мар. 2026 23:27:51,294  INFO ServiceLogger - Recalculate table stats 53 of 135: _auto_Geo_MapProvider finished, 49ms
24 мар. 2026 23:27:51,295  INFO ServiceLogger - Recalculate table stats 54 of 135: _auto_System_ApplyFilter started
24 мар. 2026 23:27:51,324  INFO ServiceLogger - Recalculate table stats 54 of 135: _auto_System_ApplyFilter finished, 29ms
24 мар. 2026 23:27:51,326  INFO ServiceLogger - Recalculate table stats 55 of 135: Geo_POI started
24 мар. 2026 23:27:51,368  INFO ServiceLogger - Recalculate table stats 55 of 135: Geo_POI finished, 42ms
24 мар. 2026 23:27:51,369  INFO ServiceLogger - Recalculate table stats 56 of 135: Word_type started
24 мар. 2026 23:27:51,424  INFO ServiceLogger - Recalculate table stats 56 of 135: Word_type finished, 55ms
24 мар. 2026 23:27:51,425  INFO ServiceLogger - Recalculate table stats 57 of 135: _auto_Time_DateTimePickerRanges started
24 мар. 2026 23:27:51,464  INFO ServiceLogger - Recalculate table stats 57 of 135: _auto_Time_DateTimePickerRanges finished, 39ms
24 мар. 2026 23:27:51,465  INFO ServiceLogger - Recalculate table stats 58 of 135: Reflection_formGrouping started
24 мар. 2026 23:27:51,544  INFO ServiceLogger - Recalculate table stats 58 of 135: Reflection_formGrouping finished, 79ms
24 мар. 2026 23:27:51,545  INFO ServiceLogger - Recalculate table stats 59 of 135: _auto_System_Object started
24 мар. 2026 23:27:51,583  INFO ServiceLogger - Recalculate table stats 59 of 135: _auto_System_Object finished, 38ms
24 мар. 2026 23:27:51,584  INFO ServiceLogger - Recalculate table stats 60 of 135: Reflection_navigatorElement started
24 мар. 2026 23:27:51,725  INFO ServiceLogger - Recalculate table stats 60 of 135: Reflection_navigatorElement finished, 141ms
24 мар. 2026 23:27:51,726  INFO ServiceLogger - Recalculate table stats 61 of 135: Reflection_groupObjectCustomUser started
24 мар. 2026 23:27:51,837  INFO ServiceLogger - Recalculate table stats 61 of 135: Reflection_groupObjectCustomUser finished, 111ms
24 мар. 2026 23:27:51,838  INFO ServiceLogger - Recalculate table stats 62 of 135: Email_folder started
24 мар. 2026 23:27:51,924  INFO ServiceLogger - Recalculate table stats 62 of 135: Email_folder finished, 86ms
24 мар. 2026 23:27:51,925  INFO ServiceLogger - Recalculate table stats 63 of 135: Chat_chat started
24 мар. 2026 23:27:52,005  INFO ServiceLogger - Recalculate table stats 63 of 135: Chat_chat finished, 80ms
24 мар. 2026 23:27:52,006  INFO ServiceLogger - Recalculate table stats 64 of 135: Reflection_tableKey started
24 мар. 2026 23:27:52,163  INFO ServiceLogger - Recalculate table stats 64 of 135: Reflection_tableKey finished, 157ms
24 мар. 2026 23:27:52,164  INFO ServiceLogger - Recalculate table stats 65 of 135: I18n_language started
24 мар. 2026 23:27:52,236  INFO ServiceLogger - Recalculate table stats 65 of 135: I18n_language finished, 72ms
24 мар. 2026 23:27:52,237  INFO ServiceLogger - Recalculate table stats 66 of 135: Reflection_tableColumn started
24 мар. 2026 23:27:52,352  INFO ServiceLogger - Recalculate table stats 66 of 135: Reflection_tableColumn finished, 114ms
24 мар. 2026 23:27:52,352  INFO ServiceLogger - Recalculate table stats 67 of 135: Authentication_colorTheme started
24 мар. 2026 23:27:52,382  INFO ServiceLogger - Recalculate table stats 67 of 135: Authentication_colorTheme finished, 30ms
24 мар. 2026 23:27:52,384  INFO ServiceLogger - Recalculate table stats 68 of 135: Reflection_propertyGroupPropertyGroup started
24 мар. 2026 23:27:52,434  INFO ServiceLogger - Recalculate table stats 68 of 135: Reflection_propertyGroupPropertyGroup finished, 50ms
24 мар. 2026 23:27:52,435  INFO ServiceLogger - Recalculate table stats 69 of 135: System_customObjectClass started
24 мар. 2026 23:27:52,487  INFO ServiceLogger - Recalculate table stats 69 of 135: System_customObjectClass finished, 52ms
24 мар. 2026 23:27:52,488  INFO ServiceLogger - Recalculate table stats 70 of 135: Service_settingUserRole started
24 мар. 2026 23:27:52,536  INFO ServiceLogger - Recalculate table stats 70 of 135: Service_settingUserRole finished, 48ms
24 мар. 2026 23:27:52,537  INFO ServiceLogger - Recalculate table stats 71 of 135: Security_userUserRole started
24 мар. 2026 23:27:52,586  INFO ServiceLogger - Recalculate table stats 71 of 135: Security_userUserRole finished, 49ms
24 мар. 2026 23:27:52,587  INFO ServiceLogger - Recalculate table stats 72 of 135: Reflection_propertyDrawShowStatus started
24 мар. 2026 23:27:52,625  INFO ServiceLogger - Recalculate table stats 72 of 135: Reflection_propertyDrawShowStatus finished, 38ms
24 мар. 2026 23:27:52,626  INFO ServiceLogger - Recalculate table stats 73 of 135: _auto_Icon_Query started
24 мар. 2026 23:27:52,705  INFO ServiceLogger - Recalculate table stats 73 of 135: _auto_Icon_Query finished, 79ms
24 мар. 2026 23:27:52,706  INFO ServiceLogger - Recalculate table stats 74 of 135: BoardGame_genre started
24 мар. 2026 23:27:52,751  INFO ServiceLogger - Recalculate table stats 74 of 135: BoardGame_genre finished, 45ms
24 мар. 2026 23:27:52,752  INFO ServiceLogger - Recalculate table stats 75 of 135: _auto_Messenger_Messenger started
24 мар. 2026 23:27:52,780  INFO ServiceLogger - Recalculate table stats 75 of 135: _auto_Messenger_Messenger finished, 28ms
24 мар. 2026 23:27:52,781  INFO ServiceLogger - Recalculate table stats 76 of 135: Messenger_messages started
24 мар. 2026 23:27:52,903  INFO ServiceLogger - Recalculate table stats 76 of 135: Messenger_messages finished, 122ms
24 мар. 2026 23:27:52,904  INFO ServiceLogger - Recalculate table stats 77 of 135: System_row started
24 мар. 2026 23:27:53,290  INFO ServiceLogger - Recalculate table stats 77 of 135: System_row finished, 386ms
24 мар. 2026 23:27:53,293  INFO ServiceLogger - Recalculate table stats 78 of 135: Service_typeExecEnv started
24 мар. 2026 23:27:53,355  INFO ServiceLogger - Recalculate table stats 78 of 135: Service_typeExecEnv finished, 62ms
24 мар. 2026 23:27:53,357  INFO ServiceLogger - Recalculate table stats 79 of 135: Messenger_chat started
24 мар. 2026 23:27:53,557  INFO ServiceLogger - Recalculate table stats 79 of 135: Messenger_chat finished, 200ms
24 мар. 2026 23:27:53,560  INFO ServiceLogger - Recalculate table stats 80 of 135: _auto_Icon_Icon started
24 мар. 2026 23:27:54,853  INFO ServiceLogger - Recalculate table stats 80 of 135: _auto_Icon_Icon finished, 1293ms
24 мар. 2026 23:27:54,854  INFO ServiceLogger - Recalculate table stats 81 of 135: _auto_SystemEvents_Navbar started
24 мар. 2026 23:27:54,882  INFO ServiceLogger - Recalculate table stats 81 of 135: _auto_SystemEvents_Navbar finished, 28ms
24 мар. 2026 23:27:54,883  INFO ServiceLogger - Recalculate table stats 82 of 135: Reflection_propertyDraw started
24 мар. 2026 23:27:55,183  INFO ServiceLogger - Recalculate table stats 82 of 135: Reflection_propertyDraw finished, 300ms
24 мар. 2026 23:27:55,185  INFO ServiceLogger - Recalculate table stats 83 of 135: Email_receiveAccountType started
24 мар. 2026 23:27:55,225  INFO ServiceLogger - Recalculate table stats 83 of 135: Email_receiveAccountType finished, 40ms
24 мар. 2026 23:27:55,227  INFO ServiceLogger - Recalculate table stats 84 of 135: Scheduler_scheduledTask started
24 мар. 2026 23:27:55,401  INFO ServiceLogger - Recalculate table stats 84 of 135: Scheduler_scheduledTask finished, 174ms
24 мар. 2026 23:27:55,402  INFO ServiceLogger - Recalculate table stats 85 of 135: Scheduler_scheduledTaskDetail started
24 мар. 2026 23:27:55,651  INFO ServiceLogger - Recalculate table stats 85 of 135: Scheduler_scheduledTaskDetail finished, 249ms
24 мар. 2026 23:27:55,652  INFO ServiceLogger - Recalculate table stats 86 of 135: System_staticObject started
24 мар. 2026 23:27:55,812  INFO ServiceLogger - Recalculate table stats 86 of 135: System_staticObject finished, 160ms
24 мар. 2026 23:27:55,813  INFO ServiceLogger - Recalculate table stats 87 of 135: Service_setting started
24 мар. 2026 23:27:55,916  INFO ServiceLogger - Recalculate table stats 87 of 135: Service_setting finished, 103ms
24 мар. 2026 23:27:55,918  INFO ServiceLogger - Recalculate table stats 88 of 135: Excel_template started
24 мар. 2026 23:27:55,989  INFO ServiceLogger - Recalculate table stats 88 of 135: Excel_template finished, 71ms
24 мар. 2026 23:27:55,990  INFO ServiceLogger - Recalculate table stats 89 of 135: Security_userRoleActionOrProperty started
24 мар. 2026 23:27:56,086  INFO ServiceLogger - Recalculate table stats 89 of 135: Security_userRoleActionOrProperty finished, 96ms
24 мар. 2026 23:27:56,087  INFO ServiceLogger - Recalculate table stats 90 of 135: Chat_messageCustomUser started
24 мар. 2026 23:27:56,135  INFO ServiceLogger - Recalculate table stats 90 of 135: Chat_messageCustomUser finished, 48ms
24 мар. 2026 23:27:56,136  INFO ServiceLogger - Recalculate table stats 91 of 135: Time_month started
24 мар. 2026 23:27:56,206  INFO ServiceLogger - Recalculate table stats 91 of 135: Time_month finished, 70ms
24 мар. 2026 23:27:56,207  INFO ServiceLogger - Recalculate table stats 92 of 135: Email_email started
24 мар. 2026 23:27:56,475  INFO ServiceLogger - Recalculate table stats 92 of 135: Email_email finished, 268ms
24 мар. 2026 23:27:56,477  INFO ServiceLogger - Recalculate table stats 93 of 135: _auto_SystemEvents_Connection_TEXT started
24 мар. 2026 23:27:56,558  INFO ServiceLogger - Recalculate table stats 93 of 135: _auto_SystemEvents_Connection_TEXT finished, 81ms
24 мар. 2026 23:27:56,561  INFO ServiceLogger - Recalculate table stats 94 of 135: _auto_Messenger_ChatType started
24 мар. 2026 23:27:56,592  INFO ServiceLogger - Recalculate table stats 94 of 135: _auto_Messenger_ChatType finished, 31ms
24 мар. 2026 23:27:56,594  INFO ServiceLogger - Recalculate table stats 95 of 135: SystemEvents_clientType started
24 мар. 2026 23:27:56,620  INFO ServiceLogger - Recalculate table stats 95 of 135: SystemEvents_clientType finished, 26ms
24 мар. 2026 23:27:56,621  INFO ServiceLogger - Recalculate table stats 96 of 135: SystemEvents_connection started
24 мар. 2026 23:27:57,170  INFO ServiceLogger - Recalculate table stats 96 of 135: SystemEvents_connection finished, 549ms
24 мар. 2026 23:27:57,171  INFO ServiceLogger - Recalculate table stats 97 of 135: Geo_poiPoi started
24 мар. 2026 23:27:57,199  INFO ServiceLogger - Recalculate table stats 97 of 135: Geo_poiPoi finished, 28ms
24 мар. 2026 23:27:57,200  INFO ServiceLogger - Recalculate table stats 98 of 135: Scheduler_DOWScheduledTask started
24 мар. 2026 23:27:57,269  INFO ServiceLogger - Recalculate table stats 98 of 135: Scheduler_DOWScheduledTask finished, 69ms
24 мар. 2026 23:27:57,270  INFO ServiceLogger - Recalculate table stats 99 of 135: Icon_icon started
24 мар. 2026 23:27:57,301  INFO ServiceLogger - Recalculate table stats 99 of 135: Icon_icon finished, 31ms
24 мар. 2026 23:27:57,302  INFO ServiceLogger - Recalculate table stats 100 of 135: _auto_Reflection_SelectType started
24 мар. 2026 23:27:57,348  INFO ServiceLogger - Recalculate table stats 100 of 135: _auto_Reflection_SelectType finished, 46ms
24 мар. 2026 23:27:57,350  INFO ServiceLogger - Recalculate table stats 101 of 135: Time_dow started
24 мар. 2026 23:27:57,466  INFO ServiceLogger - Recalculate table stats 101 of 135: Time_dow finished, 116ms
24 мар. 2026 23:27:57,467  INFO ServiceLogger - Recalculate table stats 102 of 135: Security_userRoleNavigatorElement started
24 мар. 2026 23:27:57,599  INFO ServiceLogger - Recalculate table stats 102 of 135: Security_userRoleNavigatorElement finished, 132ms
24 мар. 2026 23:27:57,600  INFO ServiceLogger - Recalculate table stats 103 of 135: _auto_INTEGER_SystemEvents_Connection_TEXT started
24 мар. 2026 23:27:57,673  INFO ServiceLogger - Recalculate table stats 103 of 135: _auto_INTEGER_SystemEvents_Connection_TEXT finished, 73ms
24 мар. 2026 23:27:57,675  INFO ServiceLogger - Recalculate table stats 104 of 135: BoardGame_boardGame started
24 мар. 2026 23:27:57,864  INFO ServiceLogger - Recalculate table stats 104 of 135: BoardGame_boardGame finished, 189ms
24 мар. 2026 23:27:57,865  INFO ServiceLogger - Recalculate table stats 105 of 135: _auto_RabbitMQ_Channel started
24 мар. 2026 23:27:58,057  INFO ServiceLogger - Recalculate table stats 105 of 135: _auto_RabbitMQ_Channel finished, 192ms
24 мар. 2026 23:27:58,059  INFO ServiceLogger - Recalculate table stats 106 of 135: Security_customUserRole started
24 мар. 2026 23:27:58,096  INFO ServiceLogger - Recalculate table stats 106 of 135: Security_customUserRole finished, 37ms
24 мар. 2026 23:27:58,097  INFO ServiceLogger - Recalculate table stats 107 of 135: Reflection_propertyDrawCustomUser started
24 мар. 2026 23:27:58,226  INFO ServiceLogger - Recalculate table stats 107 of 135: Reflection_propertyDrawCustomUser finished, 129ms
24 мар. 2026 23:27:58,228  INFO ServiceLogger - Recalculate table stats 108 of 135: SystemEvents_connectionForm started
24 мар. 2026 23:27:58,266  INFO ServiceLogger - Recalculate table stats 108 of 135: SystemEvents_connectionForm finished, 38ms
24 мар. 2026 23:27:58,267  INFO ServiceLogger - Recalculate table stats 109 of 135: _auto_Authentication_OAuth2 started
24 мар. 2026 23:27:58,430  INFO ServiceLogger - Recalculate table stats 109 of 135: _auto_Authentication_OAuth2 finished, 163ms
24 мар. 2026 23:27:58,431  INFO ServiceLogger - Recalculate table stats 110 of 135: _auto_Authentication_Contact_STRING started
24 мар. 2026 23:27:58,469  INFO ServiceLogger - Recalculate table stats 110 of 135: _auto_Authentication_Contact_STRING finished, 38ms
24 мар. 2026 23:27:58,470  INFO ServiceLogger - Recalculate table stats 111 of 135: Scheduler_scheduledTaskLog started
24 мар. 2026 23:27:58,574  INFO ServiceLogger - Recalculate table stats 111 of 135: Scheduler_scheduledTaskLog finished, 104ms
24 мар. 2026 23:27:58,575  INFO ServiceLogger - Recalculate table stats 112 of 135: SystemEvents_sessionObject started
24 мар. 2026 23:27:58,608  INFO ServiceLogger - Recalculate table stats 112 of 135: SystemEvents_sessionObject finished, 33ms
24 мар. 2026 23:27:58,609  INFO ServiceLogger - Recalculate table stats 113 of 135: Word_templateEntry started
24 мар. 2026 23:27:58,728  INFO ServiceLogger - Recalculate table stats 113 of 135: Word_templateEntry finished, 119ms
24 мар. 2026 23:27:58,729  INFO ServiceLogger - Recalculate table stats 114 of 135: _auto_STRING_STRING_2 started
24 мар. 2026 23:27:58,829  INFO ServiceLogger - Recalculate table stats 114 of 135: _auto_STRING_STRING_2 finished, 100ms
24 мар. 2026 23:27:58,830  INFO ServiceLogger - Recalculate table stats 115 of 135: Utils_resources started
24 мар. 2026 23:27:58,854  INFO ServiceLogger - Recalculate table stats 115 of 135: Utils_resources finished, 24ms
24 мар. 2026 23:27:58,855  INFO ServiceLogger - Recalculate table stats 116 of 135: BoardGame_owner started
24 мар. 2026 23:27:58,900  INFO ServiceLogger - Recalculate table stats 116 of 135: BoardGame_owner finished, 45ms
24 мар. 2026 23:27:58,901  INFO ServiceLogger - Recalculate table stats 117 of 135: SystemEvents_pingTable started
24 мар. 2026 23:27:59,007  INFO ServiceLogger - Recalculate table stats 117 of 135: SystemEvents_pingTable finished, 106ms
24 мар. 2026 23:27:59,008  INFO ServiceLogger - Recalculate table stats 118 of 135: Reflection_action started
24 мар. 2026 23:27:59,171  INFO ServiceLogger - Recalculate table stats 118 of 135: Reflection_action finished, 163ms
